block_number,timestamp,base_fee_per_gas
24445056,1770951863,39084267
24445057,1770951875,37499794
24445058,1770951887,38406318
24445059,1770951899,42010652
24445060,1770951911,43176319
24445061,1770951923,39420116
24445062,1770951935,40551357
24445063,1770951947,41737654
24445064,1770951959,40592338
24445065,1770951971,37438847
24445066,1770951983,42081279
24445067,1770951995,44794587
24445068,1770952007,44541571
24445069,1770952019,43101799
24445070,1770952031,41508082
24445071,1770952043,38866714
24445072,1770952055,38456083
24445073,1770952067,41695515
24445074,1770952079,41115389
24445075,1770952091,37399932
24445076,1770952103,34090706
24445077,1770952115,32282794
24445078,1770952127,35834806
24445079,1770952139,39581421
24445080,1770952151,37368846
24445081,1770952163,37015338
24445082,1770952175,35539374
24445083,1770952187,38650505
24445084,1770952199,37433342
24445085,1770952211,36467264
24445086,1770952223,37853424
24445087,1770952235,36935851
24445088,1770952247,35277668
24445089,1770952259,37322514
24445090,1770952271,38445481
24445091,1770952283,36948251
24445092,1770952295,33733816
24445093,1770952307,36632856
24445094,1770952319,35237283
24445095,1770952331,34102315
24445096,1770952343,38363930
24445097,1770952355,36331328
24445098,1770952367,38570045
24445099,1770952379,39501152
24445100,1770952391,35401956
24445101,1770952403,36991165
24445102,1770952415,34972187
24445103,1770952427,33636491
24445104,1770952439,33965255
24445105,1770952451,37844801
24445106,1770952463,36160659
24445107,1770952475,34183489
24445108,1770952487,30676906
24445109,1770952499,34200475
24445110,1770952511,37265492
24445111,1770952523,38221847
24445112,1770952535,34154476
24445113,1770952547,36393497
24445114,1770952559,36629126
24445115,1770952571,35434101
24445116,1770952583,38474204
24445117,1770952595,36638222
24445118,1770952607,36198857
24445119,1770952619,39390308
24445120,1770952631,36235726
24445121,1770952643,38694388
24445122,1770952655,38081072
24445123,1770952667,37127626
24445124,1770952679,33263557
24445125,1770952691,33424250
24445126,1770952703,37037639
24445127,1770952715,33675321
24445128,1770952727,30931042
24445129,1770952739,34794882
24445130,1770952751,39014815
24445131,1770952763,37979956
24445132,1770952775,38022399
24445133,1770952787,38192098
24445134,1770952799,35881493
24445135,1770952811,38343920
24445136,1770952823,34814825
24445137,1770952835,38147213
24445138,1770952847,38432246
24445139,1770952859,37466042
24445140,1770952871,37870513
24445141,1770952883,39491506
24445142,1770952895,39055442
24445143,1770952907,42648983
24445144,1770952919,40313469
24445145,1770952931,36821532
24445146,1770952943,34305010
24445147,1770952955,38529949
24445148,1770952967,38861083
24445149,1770952979,38941003
24445150,1770952991,41660187
24445151,1770953003,40132976
24445152,1770953015,39649497
24445153,1770953027,41328867
24445154,1770953039,40278978
24445155,1770953051,41940575
24445156,1770953063,38190074
24445157,1770953075,42118505
24445158,1770953087,40420367
24445159,1770953099,41485872
24445160,1770953111,38052134
24445161,1770953123,40061817
24445162,1770953135,38807315
24445163,1770953147,38846993
24445164,1770953159,42429459
24445165,1770953171,46077039
24445166,1770953183,44097065
24445167,1770953195,48205670
24445168,1770953207,48201861
24445169,1770953219,46406506
24445170,1770953231,45135307
24445171,1770953243,41075414
24445172,1770953255,40457919
24445173,1770953267,40985411
24445174,1770953279,42135076
24445175,1770953291,44128404
24445176,1770953303,44873152
24445177,1770953315,42428096
24445178,1770953327,40184453
24445179,1770953339,44984817
24445180,1770953351,43217744
24445181,1770953363,46621136
24445182,1770953375,44025861
24445183,1770953387,43495199
24445184,1770953399,43777474
24445185,1770953411,45326896
24445186,1770953423,45553458
24445187,1770953435,46065393
24445188,1770953447,44366851
24445189,1770953459,44697550
24445190,1770953471,46942178
24445191,1770953483,50639562
24445192,1770953495,46121808
24445193,1770953507,47112026
24445194,1770953519,42605378
24445195,1770953531,41686806
24445196,1770953543,38709838
24445197,1770953555,43513726
24445198,1770953567,40787737
24445199,1770953579,39514252
24445200,1770953591,44442269
24445201,1770953603,47937666
24445202,1770953615,48989440
24445203,1770953627,47124171
24445204,1770953639,53014374
24445205,1770953651,50540859
24445206,1770953663,45958607
24445207,1770953675,49592114
24445208,1770953687,48428317
24445209,1770953699,54478487
24445210,1770953711,50249577
24445211,1770953723,54038217
24445212,1770953735,58970438
24445213,1770953747,57942171
24445214,1770953759,56364661
24445215,1770953771,53646060
24445216,1770953783,55672320
24445217,1770953795,53852835
24445218,1770953807,59874866
24445219,1770953819,56638996
24445220,1770953831,55098449
24445221,1770953843,50617426
24445222,1770953855,56776392
24445223,1770953867,55292938
24445224,1770953879,54801914
24445225,1770953891,50800518
24445226,1770953903,56305089
24445227,1770953915,52737281
24445228,1770953927,57767286
24445229,1770953939,55101788
24445230,1770953951,50128276
24445231,1770953963,56392334
24445232,1770953975,53976761
24445233,1770953987,56217361
24445234,1770953999,52425008
24445235,1770954011,58941424
24445236,1770954023,52933036
24445237,1770954035,57000737
24445238,1770954047,52885955
24445239,1770954059,58121888
24445240,1770954071,57087244
24445241,1770954083,54315805
24445242,1770954095,53893421
24445243,1770954107,52292384
24445244,1770954119,49571420
24445245,1770954131,49779521
24445246,1770954143,55258532
24445247,1770954155,57555210
24445248,1770954167,54648493
24445249,1770954179,56563314
24445250,1770954191,53589313
24445251,1770954203,60258091
24445252,1770954215,58292362
24445253,1770954227,59114391
24445254,1770954239,59129680
24445255,1770954251,56503077
24445256,1770954263,55904422
24445257,1770954275,52508409
24445258,1770954287,57811163
24445259,1770954299,56455023
24445260,1770954311,53683850
24445261,1770954323,48762751
24445262,1770954335,54852916
24445263,1770954347,53050271
24445264,1770954359,58989401
24445265,1770954371,53730213
24445266,1770954383,60422783
24445267,1770954395,56407659
24445268,1770954407,54389147
24445269,1770954419,52190780
24445270,1770954431,57711070
24445271,1770954443,54955616
24445272,1770954455,51664377
24445273,1770954467,50574323
24445274,1770954479,49107102
24445275,1770954491,54762551
24445276,1770954503,50554073
24445277,1770954515,52278426
24445278,1770954527,56434573
24445279,1770954539,53996898
24445280,1770954551,50676923
24445281,1770954563,57010591
24445282,1770954575,54369334
24445283,1770954587,53800455
24445284,1770954599,52451182
24445285,1770954611,53190180
24445286,1770954623,53930269
24445287,1770954635,54873566
24445288,1770954647,52684320
24445289,1770954659,52342707
24445290,1770954671,49272707
24445291,1770954683,48245324
24445292,1770954695,51286864
24445293,1770954707,50010530
24445294,1770954719,45873869
24445295,1770954731,45571476
24445296,1770954743,46215655
24445297,1770954755,51964151
24445298,1770954767,58458464
24445299,1770954779,55094046
24445300,1770954791,52310831
24445301,1770954803,53794948
24445302,1770954815,50947885
24445303,1770954827,49884830
24445304,1770954839,51016677
24445305,1770954851,55616853
24445306,1770954863,55038613
24445307,1770954875,51477277
24445308,1770954887,50509668
24445309,1770954899,48110739
24445310,1770954911,51155296
24445311,1770954923,52002404
24445312,1770954935,45980859
24445313,1770954947,50962798
24445314,1770954959,57331886
24445315,1770954971,54917370
24445316,1770954983,52245298
24445317,1770954995,50626536
24445318,1770955007,56952844
24445319,1770955019,53452152
24445320,1770955031,57086714
24445321,1770955043,54841173
24445322,1770955055,53174720
24445323,1770955067,57813821
24445324,1770955079,54213646
24445325,1770955091,52926873
24445326,1770955103,47079300
24445327,1770955115,52917324
24445328,1770955127,58891032
24445329,1770955139,55978410
24445330,1770955151,48981109
24445331,1770955175,50456811
24445332,1770955187,46390731
24445333,1770955199,42720521
24445334,1770955211,44620947
24445335,1770955223,50175800
24445336,1770955235,53910649
24445337,1770955247,52414220
24445338,1770955259,56109269
24445339,1770955271,53642048
24445340,1770955283,59371571
24445341,1770955295,59357900
24445342,1770955307,58612766
24445343,1770955319,58278303
24445344,1770955331,55895743
24445345,1770955343,52176081
24445346,1770955355,56303999
24445347,1770955367,53547556
24445348,1770955379,57764222
24445349,1770955391,55053928
24445350,1770955403,53698263
24445351,1770955415,52016452
24445352,1770955427,50823364
24445353,1770955439,54839533
24445354,1770955451,52921403
24445355,1770955463,57055440
24445356,1770955475,57160555
24445357,1770955487,55729712
24445358,1770955499,54903427
24445359,1770955511,55174135
24445360,1770955523,50967105
24445361,1770955535,46749273
24445362,1770955547,45975939
24445363,1770955559,46866731
24445364,1770955571,52702679
24445365,1770955583,51372683
24445366,1770955595,57792957
24445367,1770955607,52657137
24445368,1770955619,57005384
24445369,1770955631,55796472
24445370,1770955643,50508287
24445371,1770955655,56404348
24445372,1770955667,54595701
24445373,1770955679,52096619
24445374,1770955691,55660553
24445375,1770955703,54573434
24445376,1770955715,51176304
24445377,1770955727,49453141
24445378,1770955739,53685603
24445379,1770955751,49101654
24445380,1770955763,48307286
24445381,1770955775,50139979
24445382,1770955787,46758091
24445383,1770955799,52577594
24445384,1770955811,53346791
24445385,1770955823,59363500
24445386,1770955835,62969641
24445387,1770955847,58759639
24445388,1770955859,57171658
24445389,1770955871,56332482
24445390,1770955883,59035118
24445391,1770955895,55970979
24445392,1770955907,51827600
24445393,1770955919,55155339
24445394,1770955931,52899396
24445395,1770955943,48035083
24445396,1770955955,52212739
24445397,1770955967,57624220
24445398,1770955979,53249673
24445399,1770955991,59845117
24445400,1770956003,54697276
24445401,1770956015,59791517
24445402,1770956027,60421775
24445403,1770956039,59446394
24445404,1770956051,56619556
24445405,1770956063,53336785
24445406,1770956075,56666702
24445407,1770956087,50984961
24445408,1770956099,55947962
24445409,1770956123,55227970
24445410,1770956135,60206701
24445411,1770956147,58407511
24445412,1770956159,54202912
24445413,1770956171,53921051
24445414,1770956183,55000470
24445415,1770956195,51616924
24445416,1770956207,47967606
24445417,1770956219,51066990
24445418,1770956231,57182109
24445419,1770956243,55577398
24445420,1770956255,60056528
24445421,1770956267,58932980
24445422,1770956279,57044331
24445423,1770956291,55874095
24445424,1770956303,55999427
24445425,1770956315,53605825
24445426,1770956327,51591514
24445427,1770956339,53504448
24445428,1770956351,52540669
24445429,1770956363,58340050
24445430,1770956375,56233331
24445431,1770956387,52234486
24445432,1770956399,49556567
24445433,1770956411,50561722
24445434,1770956423,51971340
24445435,1770956435,51428299
24445436,1770956447,57853174
24445437,1770956459,52945466
24445438,1770956471,48495973
24445439,1770956483,54538256
24445440,1770956495,50822722
24445441,1770956507,47397842
24445442,1770956519,47919947
24445443,1770956531,52791656
24445444,1770956543,50328105
24445445,1770956555,50168700
24445446,1770956567,51759289
24445447,1770956579,50359867
24445448,1770956591,56088826
24445449,1770956603,51573016
24445450,1770956615,58018900
24445451,1770956627,60040812
24445452,1770956639,58788251
24445453,1770956651,54589604
24445454,1770956663,52292516
24445455,1770956675,55040560
24445456,1770956687,53001123
24445457,1770956699,47314816
24445458,1770956711,47813966
24445459,1770956723,53509064
24445460,1770956735,52847468
24445461,1770956747,55764939
24445462,1770956759,53604584
24445463,1770956771,50761586
24445464,1770956783,45847280
24445465,1770956795,51576074
24445466,1770956807,57039610
24445467,1770956819,54361954
24445468,1770956831,53747019
24445469,1770956843,50482925
24445470,1770956855,54673820
24445471,1770956867,54188920
24445472,1770956879,55494736
24445473,1770956891,52197917
24445474,1770956903,51231400
24445475,1770956915,50000656
24445476,1770956927,44651745
24445477,1770956939,49759373
24445478,1770956951,55978543
24445479,1770956963,52991466
24445480,1770956975,51045529
24445481,1770956987,46280561
24445482,1770956999,49014231
24445483,1770957011,49900192
24445484,1770957023,53107879
24445485,1770957035,52258349
24445486,1770957047,54104709
24445487,1770957059,50304152
24445488,1770957071,47654460
24445489,1770957083,48893703
24445490,1770957095,53999067
24445491,1770957107,52229991
24445492,1770957119,51363265
24445493,1770957131,49348046
24445494,1770957143,44709192
24445495,1770957155,47058227
24445496,1770957167,46232339
24445497,1770957179,45423385
24445498,1770957191,43810919
24445499,1770957203,44720163
24445500,1770957215,42568322
24445501,1770957227,47868294
24445502,1770957239,47514596
24445503,1770957251,51594852
24445504,1770957263,52149700
24445505,1770957275,58667690
24445506,1770957287,57386557
24445507,1770957299,55335423
24445508,1770957311,54514359
24445509,1770957323,51374395
24445510,1770957335,57373480
24445511,1770957347,55463516
24445512,1770957359,53056016
24445513,1770957371,53593018
24445514,1770957383,48328485
24445515,1770957395,45971470
24445516,1770957407,47422539
24445517,1770957419,45337655
24445518,1770957431,40626740
24445519,1770957443,45703820
24445520,1770957455,46019860
24445521,1770957467,41706745
24445522,1770957479,46920013
24445523,1770957491,46096305
24445524,1770957503,50015377
24445525,1770957515,45595850
24445526,1770957527,50929385
24445527,1770957539,49421217
24445528,1770957551,47338797
24445529,1770957563,46666951
24445530,1770957575,51736937
24445531,1770957587,50930853
24445532,1770957599,48240108
24445533,1770957611,52174954
24445534,1770957623,58081175
24445535,1770957635,56320177
24445536,1770957647,53321722
24445537,1770957659,58569484
24445538,1770957671,55213803
24445539,1770957683,52075212
24445540,1770957695,51812802
24445541,1770957707,50040250
24445542,1770957719,54527346
24445543,1770957731,51853761
24445544,1770957743,58332541
24445545,1770957755,55575385
24445546,1770957767,53215760
24445547,1770957779,53524556
24445548,1770957791,55760566
24445549,1770957803,53305395
24445550,1770957815,54903303
24445551,1770957827,52316620
24445552,1770957839,58562965
24445553,1770957851,54484714
24445554,1770957863,51039761
24445555,1770957875,51188896
24445556,1770957887,55791589
24445557,1770957899,50967003
24445558,1770957911,57321306
24445559,1770957923,59607060
24445560,1770957935,56113055
24445561,1770957947,54341563
24445562,1770957959,52365759
24445563,1770957971,47599247
24445564,1770957983,53547089
24445565,1770957995,58085616
24445566,1770958007,55490552
24445567,1770958019,48679857
24445568,1770958031,54442692
24445569,1770958043,52293594
24445570,1770958055,56268125
24445571,1770958067,53930230
24445572,1770958079,51047558
24445573,1770958091,55245699
24445574,1770958103,52852145
24445575,1770958115,50993007
24445576,1770958127,54623358
24445577,1770958139,51816672
24445578,1770958151,54075215
24445579,1770958163,48960724
24445580,1770958175,49157805
24445581,1770958187,55302362
24445582,1770958199,49365669
24445583,1770958211,55492941
24445584,1770958223,49433801
24445585,1770958235,55237593
24445586,1770958247,53943887
24445587,1770958259,50260796
24445588,1770958271,54861680
24445589,1770958283,54412811
24445590,1770958295,50789929
24445591,1770958307,57136582
24445592,1770958319,58315589
24445593,1770958331,58143893
24445594,1770958343,54767923
24445595,1770958355,51606740
24445596,1770958367,50423215
24445597,1770958379,48238484
24445598,1770958391,46755752
24445599,1770958403,52596619
24445600,1770958415,49996142
24445601,1770958427,48176810
24445602,1770958439,48980027
24445603,1770958451,45146753
24445604,1770958463,46032526
24445605,1770958475,43771538
24445606,1770958487,49223566
24445607,1770958499,50105477
24445608,1770958511,50591364
24445609,1770958523,46883246
24445610,1770958535,52740885
24445611,1770958547,51276049
24445612,1770958559,50891862
24445613,1770958571,56871266
24445614,1770958583,54076200
24445615,1770958595,53528422
24445616,1770958607,51913952
24445617,1770958619,49579278
24445618,1770958631,44743444
24445619,1770958643,46704835
24445620,1770958655,44240022
24445621,1770958667,46601092
24445622,1770958679,52425266
24445623,1770958691,52185784
24445624,1770958703,49487814
24445625,1770958715,48669479
24445626,1770958727,54750716
24445627,1770958739,53214532
24445628,1770958751,49624945
24445629,1770958763,45851620
24445630,1770958775,51174807
24445631,1770958787,49655218
24445632,1770958799,55768741
24445633,1770958811,60649975
24445634,1770958823,59507717
24445635,1770958835,62118169
24445636,1770958847,59173639
24445637,1770958859,57260971
24445638,1770958871,56102231
24445639,1770958883,54799204
24445640,1770958895,54375609
24445641,1770958907,53601651
24445642,1770958919,51787701
24445643,1770958931,45314239
24445644,1770958943,50978363
24445645,1770958955,54590604
24445646,1770958967,51055039
24445647,1770958979,57286990
24445648,1770958991,56250503
24445649,1770959003,56360663
24445650,1770959015,50904485
24445651,1770959027,56755227
24445652,1770959039,59395898
24445653,1770959051,57136144
24445654,1770959063,52295656
24445655,1770959075,58691601
24445656,1770959087,56220665
24445657,1770959099,54383010
24445658,1770959111,54543694
24445659,1770959123,55062736
24445660,1770959135,52864989
24445661,1770959147,52002650
24445662,1770959159,58460265
24445663,1770959171,54440848
24445664,1770959183,55783974
24445665,1770959195,59880731
24445666,1770959207,59983035
24445667,1770959219,55068211
24445668,1770959231,53569439
24445669,1770959243,49475157
24445670,1770959255,47750333
24445671,1770959267,48333308
24445672,1770959279,54358951
24445673,1770959291,61133336
24445674,1770959303,59521259
24445675,1770959315,56725175
24445676,1770959327,55782842
24445677,1770959339,51920759
24445678,1770959351,58220961
24445679,1770959363,55612467
24445680,1770959375,56478760
24445681,1770959387,54544395
24445682,1770959399,52167100
24445683,1770959411,54167991
24445684,1770959423,52174887
24445685,1770959435,54284017
24445686,1770959447,53434535
24445687,1770959459,53857877
24445688,1770959471,52286817
24445689,1770959483,52695513
24445690,1770959495,59278833
24445691,1770959507,55543513
24445692,1770959519,55848977
24445693,1770959531,53125022
24445694,1770959543,49336024
24445695,1770959555,48336530
24445696,1770959567,43908131
24445697,1770959579,47328121
24445698,1770959591,51375503
24445699,1770959603,49720299
24445700,1770959615,47410158
24445701,1770959627,48077038
24445702,1770959639,54083203
24445703,1770959651,49636595
24445704,1770959663,55034288
24445705,1770959675,51957512
24445706,1770959687,56977508
24445707,1770959699,55229833
24445708,1770959711,55683579
24445709,1770959723,54253119
24445710,1770959735,51089718
24445711,1770959747,47768259
24445712,1770959759,53713566
24445713,1770959771,54431632
24445714,1770959783,56628159
24445715,1770959795,55694253
24445716,1770959807,52950971
24445717,1770959819,52357941
24445718,1770959831,54998523
24445719,1770959843,55075556
24445720,1770959855,51431653
24445721,1770959867,53106498
24445722,1770959879,57622285
24445723,1770959891,52900954
24445724,1770959903,52355002
24445725,1770959915,56113536
24445726,1770959927,54571867
24445727,1770959939,49069159
24445728,1770959951,53758993
24445729,1770959963,52697885
24445730,1770959975,56674722
24445731,1770959987,56826383
24445732,1770959999,54308849
24445733,1770960011,54451053
24445734,1770960023,52696660
24445735,1770960035,59028101
24445736,1770960047,58241116
24445737,1770960059,55803548
24445738,1770960071,52536411
24445739,1770960083,56403748
24445740,1770960095,52655861
24445741,1770960107,57522711
24445742,1770960119,57237407
24445743,1770960131,52691619
24445744,1770960143,48102334
24445745,1770960155,51724551
24445746,1770960167,57483581
24445747,1770960179,59780911
24445748,1770960191,61220878
24445749,1770960203,61055164
24445750,1770960215,58704921
24445751,1770960227,52632020
24445752,1770960239,56267732
24445753,1770960251,54064288
24445754,1770960263,53352980
24445755,1770960275,55199676
24445756,1770960287,53887847
24445757,1770960299,53119227
24445758,1770960311,58276547
24445759,1770960323,55935370
24445760,1770960335,53663101
24445761,1770960347,53002078
24445762,1770960359,51735878
24445763,1770960371,48617070
24445764,1770960383,54693116
24445765,1770960395,52892154
24445766,1770960407,52874453
24445767,1770960419,54687634
24445768,1770960431,49317273
24445769,1770960443,54532159
24445770,1770960455,53260627
24445771,1770960467,51627535
24445772,1770960491,56785389
24445773,1770960503,60652645
24445774,1770960515,55814616
24445775,1770960527,54858684
24445776,1770960539,53921897
24445777,1770960563,49491331
24445778,1770960575,54933662
24445779,1770960587,53755275
24445780,1770960599,53448743
24445781,1770960611,57543849
24445782,1770960623,54320373
24445783,1770960635,57918356
24445784,1770960647,56712502
24445785,1770960659,50813727
24445786,1770960671,50873825
24445787,1770960683,56693858
24445788,1770960695,55308704
24445789,1770960707,53661025
24445790,1770960719,53142285
24445791,1770960731,47716533
24445792,1770960743,43104184
24445793,1770960755,43690721
24445794,1770960767,47683773
24445795,1770960779,53587861
24445796,1770960791,49107372
24445797,1770960803,53804050
24445798,1770960815,51292201
24445799,1770960827,55399488
24445800,1770960839,56162126
24445801,1770960851,51697699
24445802,1770960863,57947734
24445803,1770960875,57213743
24445804,1770960887,58775952
24445805,1770960899,56057761
24445806,1770960911,52469985
24445807,1770960923,54105896
24445808,1770960935,52495004
24445809,1770960947,51626240
24445810,1770960959,55967436
24445811,1770960971,53965970
24445812,1770960983,54262658
24445813,1770960995,49956851
24445814,1770961007,48382016
24445815,1770961019,48977729
24445816,1770961031,54744316
24445817,1770961043,54583004
24445818,1770961055,52456938
24445819,1770961067,52509307
24445820,1770961079,48353313
24445821,1770961091,47030895
24445822,1770961103,52903308
24445823,1770961115,55078137
24445824,1770961127,54967537
24445825,1770961139,51504564
24445826,1770961151,56903934
24445827,1770961163,58276735
24445828,1770961175,53576609
24445829,1770961187,56782326
24445830,1770961199,54574601
24445831,1770961211,52689623
24445832,1770961223,58244438
24445833,1770961235,55939790
24445834,1770961247,56387471
24445835,1770961259,54035573
24445836,1770961271,52330985
24445837,1770961283,51068317
24445838,1770961295,48263534
24445839,1770961307,48361978
24445840,1770961319,45676425
24445841,1770961331,51383506
24445842,1770961343,57220015
24445843,1770961355,56475561
24445844,1770961367,53982702
24445845,1770961379,52749252
24445846,1770961391,59339734
24445847,1770961403,61076848
24445848,1770961415,58224813
24445849,1770961427,54117444
24445850,1770961439,52204659
24445851,1770961451,51599219
24445852,1770961463,57747606
24445853,1770961475,58020268
24445854,1770961487,58326532
24445855,1770961499,57564755
24445856,1770961511,52201298
24445857,1770961523,54750143
24445858,1770961535,52894282
24445859,1770961547,50814933
24445860,1770961559,52232223
24445861,1770961571,57722729
24445862,1770961583,55969144
24445863,1770961595,54728154
24445864,1770961607,53707400
24445865,1770961619,52280001
24445866,1770961631,58228119
24445867,1770961643,56779912
24445868,1770961655,51453080
24445869,1770961667,45933738
24445870,1770961679,49617849
24445871,1770961691,54853333
24445872,1770961703,52598389
24445873,1770961715,50227520
24445874,1770961727,51344171
24445875,1770961739,49384590
24445876,1770961751,54053892
24445877,1770961763,50943856
24445878,1770961775,50410841
24445879,1770961787,49027273
24445880,1770961799,48009302
24445881,1770961811,45118348
24445882,1770961823,42770785
24445883,1770961835,48116979
24445884,1770961847,54127398
24445885,1770961859,53729746
24445886,1770961871,47982103
24445887,1770961883,47909275
24445888,1770961895,47524413
24445889,1770961907,52044884
24445890,1770961919,50651706
24445891,1770961931,50217973
24445892,1770961943,50371179
24445893,1770961955,48666300
24445894,1770961967,54747511
24445895,1770961979,51655601
24445896,1770961991,56869304
24445897,1770962003,54470483
24445898,1770962015,50789096
24445899,1770962027,45808269
24445900,1770962039,46617482
24445901,1770962051,44188038
24445902,1770962063,49558518
24445903,1770962075,54684722
24445904,1770962087,56184114
24445905,1770962099,54705812
24445906,1770962111,52293541
24445907,1770962123,49866999
24445908,1770962135,51296642
24445909,1770962147,52170766
24445910,1770962159,51668712
24445911,1770962171,49402825
24445912,1770962183,44380405
24445913,1770962195,47412291
24445914,1770962207,47782857
24445915,1770962219,46697141
24445916,1770962231,44960918
24445917,1770962243,44572183
24445918,1770962255,39846278
24445919,1770962267,39639327
24445920,1770962279,37460026
24445921,1770962291,38027438
24445922,1770962303,40675569
24445923,1770962315,38922910
24445924,1770962327,36084183
24445925,1770962339,34835134
24445926,1770962351,39189313
24445927,1770962363,39180605
24445928,1770962375,44075987
24445929,1770962387,43477730
24445930,1770962399,47102743
24445931,1770962411,43435632
24445932,1770962423,48840989
24445933,1770962435,44503784
24445934,1770962447,45039570
24445935,1770962459,47480504
24445936,1770962471,45531440
24445937,1770962483,44303088
24445938,1770962495,42420948
24445939,1770962507,44562392
24445940,1770962531,43380823
24445941,1770962543,39337518
24445942,1770962555,37101716
24445943,1770962567,40164187
24445944,1770962579,39018246
24445945,1770962591,35907386
24445946,1770962603,37292152
24445947,1770962615,35759703
24445948,1770962627,39939333
24445949,1770962639,38092695
24445950,1770962651,37838277
24445951,1770962663,39138596
24445952,1770962675,38103419
24445953,1770962687,35409164
24445954,1770962699,38231770
24445955,1770962711,35979659
24445956,1770962723,39467437
24445957,1770962735,37430772
24445958,1770962747,37032036
24445959,1770962759,37058411
24445960,1770962771,37350154
24445961,1770962783,37355078
24445962,1770962795,36420132
24445963,1770962807,33036234
24445964,1770962819,37163105
24445965,1770962831,38018108
24445966,1770962843,39193193
24445967,1770962855,37607570
24445968,1770962867,34361804
24445969,1770962879,38567756
24445970,1770962891,36004694
24445971,1770962903,33935429
24445972,1770962915,37999432
24445973,1770962927,35973767
24445974,1770962939,33363590
24445975,1770962951,35116417
24445976,1770962963,33020518
24445977,1770962975,36797077
24445978,1770962987,35500014
24445979,1770962999,34783984
24445980,1770963011,39126987
24445981,1770963023,44014647
24445982,1770963035,46856503
24445983,1770963047,45720664
24445984,1770963059,45106990
24445985,1770963071,47152979
24445986,1770963083,46473766
24445987,1770963095,41884218
24445988,1770963107,42154071
24445989,1770963119,44840219
24445990,1770963131,40059249
24445991,1770963143,45060929
24445992,1770963155,42690260
24445993,1770963167,41575553
24445994,1770963179,41082766
24445995,1770963191,39775967
24445996,1770963203,38450313
24445997,1770963215,40782843
24445998,1770963227,40013597
24445999,1770963239,37810529
24446000,1770963251,37403767
24446001,1770963263,40038570
24446002,1770963275,39452952
24446003,1770963287,36744053
24446004,1770963299,40191233
24446005,1770963311,37416367
24446006,1770963323,38379216
24446007,1770963335,41280475
24446008,1770963347,40646201
24446009,1770963359,39453338
24446010,1770963371,37800748
24446011,1770963383,36844801
24446012,1770963395,33163727
24446013,1770963407,37266225
24446014,1770963419,38646400
24446015,1770963431,37306074
24446016,1770963443,33772558
24446017,1770963455,37585666
24446018,1770963467,38373031
24446019,1770963479,36139602
24446020,1770963491,38889582
24446021,1770963503,40418912
24446022,1770963515,38600598
24446023,1770963527,36291413
24446024,1770963539,39677199
24446025,1770963551,38617003
24446026,1770963563,36922009
24446027,1770963575,40686701
24446028,1770963587,39386657
24446029,1770963599,38968355
24446030,1770963611,39774459
24446031,1770963623,44010288
24446032,1770963635,42274645
24446033,1770963647,40425239
24446034,1770963659,40144204
24446035,1770963671,41505187
24446036,1770963683,40611418
24446037,1770963695,39431881
24446038,1770963707,38047287
24446039,1770963719,38981721
24446040,1770963731,38157230
24446041,1770963743,36454414
24446042,1770963755,39461554
24446043,1770963767,38050827
24446044,1770963779,34828706
24446045,1770963791,34759342
24446046,1770963803,33744617
24446047,1770963815,32464424
24446048,1770963827,33328316
24446049,1770963839,31674663
24446050,1770963851,29911679
24446051,1770963863,29884965
24446052,1770963875,33599918
24446053,1770963887,37798503
24446054,1770963911,36035362
24446055,1770963923,39118812
24446056,1770963935,41867237
24446057,1770963947,44026768
24446058,1770963959,44789802
24446059,1770963971,40423311
24446060,1770963983,42249941
24446061,1770963995,42967596
24446062,1770964007,41488321
24446063,1770964019,41706165
24446064,1770964031,40828832
24446065,1770964043,41251900
24446066,1770964055,42802651
24446067,1770964067,41597931
24446068,1770964079,42384258
24446069,1770964091,39434241
24446070,1770964103,40331324
24446071,1770964115,39776629
24446072,1770964127,38711381
24446073,1770964139,38251664
24446074,1770964151,37617924
24446075,1770964163,36560582
24446076,1770964175,39771606
24446077,1770964187,39541102
24446078,1770964199,39178108
24446079,1770964211,36550152
24446080,1770964223,38090349
24446081,1770964235,37081150
24446082,1770964247,38713026
24446083,1770964259,37153356
24446084,1770964271,36976823
24446085,1770964283,35661325
24446086,1770964295,32471334
24446087,1770964307,36524156
24446088,1770964319,34729164
24446089,1770964331,37574124
24446090,1770964343,36784430
24446091,1770964355,37003696
24446092,1770964367,38742802
24446093,1770964379,36647491
24446094,1770964391,39771870
24446095,1770964403,40338471
24446096,1770964415,40226596
24446097,1770964427,37506078
24446098,1770964439,40142135
24446099,1770964451,37981328
24446100,1770964463,36062675
24446101,1770964475,33760441
24446102,1770964487,36961897
24446103,1770964499,36769421
24446104,1770964511,40046312
24446105,1770964523,38573699
24446106,1770964535,40554532
24446107,1770964547,38432556
24446108,1770964559,37965958
24446109,1770964571,39922071
24446110,1770964583,39694388
24446111,1770964595,39147056
24446112,1770964607,39721328
24446113,1770964619,38326710
24446114,1770964631,36786780
24446115,1770964643,40188044
24446116,1770964655,37922881
24446117,1770964667,34217840
24446118,1770964679,38470802
24446119,1770964691,37672356
24446120,1770964703,40515273
24446121,1770964715,38847158
24446122,1770964727,40158862
24446123,1770964739,39070119
24446124,1770964751,37806357
24446125,1770964763,38941819
24446126,1770964775,38169599
24446127,1770964787,39074237
24446128,1770964799,39427439
24446129,1770964811,37883242
24446130,1770964823,39953077
