block_number,timestamp,base_fee_per_gas
24447206,1770977819,50474571
24447207,1770977831,47580839
24447208,1770977843,47225256
24447209,1770977855,43611717
24447210,1770977867,47735740
24447211,1770977879,46642981
24447212,1770977891,48055411
24447213,1770977903,48021756
24447214,1770977915,49822003
24447215,1770977927,49705775
24447216,1770977939,51174334
24447217,1770977951,49097604
24447218,1770977963,48832125
24447219,1770977975,45753856
24447220,1770977987,48419604
24447221,1770977999,44747860
24447222,1770978011,43171687
24447223,1770978023,38978951
24447224,1770978035,41678294
24447225,1770978047,40768281
24447226,1770978059,38958024
24447227,1770978071,38757620
24447228,1770978083,35789632
24447229,1770978095,40262868
24447230,1770978107,38792452
24447231,1770978119,36602284
24447232,1770978131,41152538
24447233,1770978143,44374997
24447234,1770978155,45305479
24447235,1770978167,45581126
24447236,1770978179,43206479
24447237,1770978191,45376033
24447238,1770978203,44583132
24447239,1770978215,44917399
24447240,1770978227,44999661
24447241,1770978239,43703673
24447242,1770978251,39326775
24447243,1770978263,43965985
24447244,1770978275,46871107
24447245,1770978287,43687673
24447246,1770978299,41623282
24447247,1770978311,44121286
24447248,1770978323,40130724
24447249,1770978335,41767967
24447250,1770978347,41913290
24447251,1770978359,40165659
24447252,1770978371,41765169
24447253,1770978383,46504400
24447254,1770978395,48524407
24447255,1770978407,46201778
24447256,1770978419,45253732
24447257,1770978431,43824250
24447258,1770978443,43675415
24447259,1770978455,42598313
24447260,1770978467,42591842
24447261,1770978479,41035260
24447262,1770978491,40127067
24447263,1770978503,36987819
24447264,1770978515,41598865
24447265,1770978527,39620662
24447266,1770978539,39583455
24447267,1770978551,39174068
24447268,1770978563,38316648
24447269,1770978575,34476193
24447270,1770978587,38739487
24447271,1770978599,37938318
24447272,1770978611,39131521
24447273,1770978623,41781765
24447274,1770978635,46682702
24447275,1770978647,45576095
24447276,1770978659,42443232
24447277,1770978671,44633375
24447278,1770978683,44957775
24447279,1770978695,41638177
24447280,1770978707,44475871
24447281,1770978719,40571584
24447282,1770978731,40803529
24447283,1770978743,42461714
24447284,1770978755,41788322
24447285,1770978767,46982434
24447286,1770978779,48674738
24447287,1770978791,43911464
24447288,1770978803,45246262
24447289,1770978815,40705478
24447290,1770978827,38055577
24447291,1770978839,42766473
24447292,1770978851,47606694
24447293,1770978863,46571293
24447294,1770978875,44047188
24447295,1770978887,42540882
24447296,1770978899,47775147
24447297,1770978911,46296389
24447298,1770978923,47416038
24447299,1770978935,47371266
24447300,1770978947,48780432
24447301,1770978959,46257861
24447302,1770978971,47407331
24447303,1770978983,44071520
24447304,1770978995,43130816
24447305,1770979007,44699021
24447306,1770979019,42996845
24447307,1770979031,45999885
24447308,1770979043,45829190
24447309,1770979055,45396468
24447310,1770979067,46977315
24447311,1770979079,44136148
24447312,1770979091,41678022
24447313,1770979103,41950815
24447314,1770979115,47194649
24447315,1770979127,45713636
24447316,1770979139,47123547
24447317,1770979151,45928823
24447318,1770979163,41434336
24447319,1770979175,45529518
24447320,1770979187,43615015
24447321,1770979199,41033828
24447322,1770979211,43857752
24447323,1770979223,41953614
24447324,1770979235,39681641
24447325,1770979247,44628262
24447326,1770979259,42040036
24447327,1770979271,44227807
24447328,1770979283,46086697
24447329,1770979295,46263193
24447330,1770979307,44012990
24447331,1770979319,45865433
24447332,1770979331,43801751
24447333,1770979343,44892715
24447334,1770979355,44646085
24447335,1770979367,42822550
24447336,1770979379,44009042
24447337,1770979391,45777872
24447338,1770979403,42902132
24447339,1770979415,44315301
24447340,1770979427,43904559
24447341,1770979439,40498706
24447342,1770979451,45557928
24447343,1770979463,46409738
24447344,1770979475,46066105
24447345,1770979487,45839013
24447346,1770979499,44251943
24447347,1770979511,44124196
24447348,1770979523,44613100
24447349,1770979535,44093414
24447350,1770979547,41472538
24447351,1770979559,40225678
24447352,1770979571,45246696
24447353,1770979583,46815348
24447354,1770979595,51204839
24447355,1770979607,52978727
24447356,1770979619,47936206
24447357,1770979631,53908428
24447358,1770979643,49971367
24447359,1770979655,47213649
24447360,1770979667,48930869
24447361,1770979679,47357845
24447362,1770979691,44454793
24447363,1770979703,47046277
24447364,1770979715,43509089
24447365,1770979727,42836370
24447366,1770979739,48183723
24447367,1770979751,43171614
24447368,1770979763,47474579
24447369,1770979775,44776410
24447370,1770979787,46540218
24447371,1770979799,47713495
24447372,1770979811,47729374
24447373,1770979823,51325482
24447374,1770979835,49686424
24447375,1770979847,48824262
24447376,1770979859,48983605
24447377,1770979871,49989980
24447378,1770979883,46728787
24447379,1770979895,48435615
24447380,1770979907,47100130
24447381,1770979919,45173535
24447382,1770979931,46384383
24447383,1770979943,45369947
24447384,1770979955,44252170
24447385,1770979967,42226312
24447386,1770979979,42756995
24447387,1770979991,48099771
24447388,1770980003,48100264
24447389,1770980015,53952635
24447390,1770980027,52729341
24447391,1770980039,51665297
24447392,1770980051,51164921
24447393,1770980063,51354878
24447394,1770980075,46670523
24447395,1770980087,51211970
24447396,1770980099,52032324
24447397,1770980111,47532064
24447398,1770980123,53444614
24447399,1770980135,53576343
24447400,1770980147,51930756
24447401,1770980159,51297047
24447402,1770980171,49070556
24447403,1770980183,47531803
24447404,1770980195,43330740
24447405,1770980207,46747007
24447406,1770980219,45200706
24447407,1770980231,50124992
24447408,1770980243,53532048
24447409,1770980255,52591467
24447410,1770980267,49040512
24447411,1770980279,47890397
24447412,1770980291,49808861
24447413,1770980303,47958561
24447414,1770980315,47272465
24447415,1770980327,46264505
24447416,1770980339,45139220
24447417,1770980351,44241025
24447418,1770980363,42971158
24447419,1770980375,45766438
24447420,1770980387,46987508
24447421,1770980399,44924833
24447422,1770980411,40740769
24447423,1770980423,45832259
24447424,1770980435,45552958
24447425,1770980447,41829324
24447426,1770980459,44385261
24447427,1770980471,40270356
24447428,1770980483,42892455
24447429,1770980495,39573868
24447430,1770980507,38568946
24447431,1770980519,43363763
24447432,1770980531,41723546
24447433,1770980543,43402731
24447434,1770980555,44244263
24447435,1770980567,43961798
24447436,1770980579,45858842
24447437,1770980591,46165812
24447438,1770980603,48225587
24447439,1770980615,49470603
24447440,1770980627,50874755
24447441,1770980639,51254643
24447442,1770980651,48830418
24447443,1770980663,49609940
24447444,1770980675,48307219
24447445,1770980687,51858265
24447446,1770980699,47896354
24447447,1770980711,50492632
24447448,1770980723,48543320
24447449,1770980735,50853447
24447450,1770980747,46667000
24447451,1770980759,47844604
24447452,1770980771,48816648
24447453,1770980783,46845009
24447454,1770980795,51782193
24447455,1770980807,51276212
24447456,1770980819,51871511
24447457,1770980831,50359648
24447458,1770980843,51337872
24447459,1770980855,50605099
24447460,1770980867,50383058
24447461,1770980879,46828857
24447462,1770980891,48531995
24447463,1770980903,49955508
24447464,1770980915,49581410
24447465,1770980927,50015698
24447466,1770980939,46031997
24447467,1770980951,46675390
24447468,1770980963,43610614
24447469,1770980975,47554182
24447470,1770980987,46163673
24447471,1770980999,43085468
24447472,1770981011,46067702
24447473,1770981023,48772793
24447474,1770981035,48979394
24447475,1770981047,47147951
24447476,1770981059,47099403
24447477,1770981071,50276871
24447478,1770981083,48183649
24447479,1770981095,48439177
24447480,1770981107,46807967
24447481,1770981119,42022441
24447482,1770981131,44568282
24447483,1770981143,43430946
24447484,1770981155,42905593
24447485,1770981167,43155293
24447486,1770981179,43178467
24447487,1770981191,44985008
24447488,1770981203,41412456
24447489,1770981215,44710523
24447490,1770981227,43959000
24447491,1770981239,44225461
24447492,1770981251,43768167
24447493,1770981263,40966209
24447494,1770981275,41432564
24447495,1770981287,43361296
24447496,1770981299,42800452
24447497,1770981311,40912584
24447498,1770981323,39112210
24447499,1770981335,40068405
24447500,1770981347,39292528
24447501,1770981359,43248913
24447502,1770981371,41348625
24447503,1770981383,41116727
24447504,1770981395,39865090
24447505,1770981407,43497618
24447506,1770981419,40895045
24447507,1770981431,41130774
24447508,1770981443,40751086
24447509,1770981455,36386836
24447510,1770981467,37666230
24447511,1770981479,42362428
24447512,1770981491,39953817
24447513,1770981503,42255873
24447514,1770981515,40693965
24447515,1770981527,40029071
24447516,1770981539,39627390
24447517,1770981551,39214805
24447518,1770981563,38603345
24447519,1770981575,37606330
24447520,1770981587,35917895
24447521,1770981599,36091483
24447522,1770981611,37077401
24447523,1770981623,38810705
24447524,1770981635,41159322
24447525,1770981647,41198164
24447526,1770981659,41048766
24447527,1770981671,39052643
24447528,1770981683,39082919
24447529,1770981695,39519717
24447530,1770981707,38927807
24447531,1770981719,35488077
24447532,1770981731,39919936
24447533,1770981743,35965837
24447534,1770981755,35050687
24447535,1770981767,39428067
24447536,1770981779,36956483
24447537,1770981791,38010152
24447538,1770981803,41157124
24447539,1770981815,40457377
24447540,1770981827,42234315
24447541,1770981839,41392356
24447542,1770981851,40604076
24447543,1770981863,40150908
24447544,1770981875,38490720
24447545,1770981887,39371337
24447546,1770981899,39122359
24447547,1770981911,38057885
24447548,1770981923,39321689
24447549,1770981935,38601774
24447550,1770981947,39373044
24447551,1770981959,39192231
24447552,1770981971,38370177
24447553,1770981983,39301469
24447554,1770981995,40126213
24447555,1770982007,38376651
24447556,1770982019,35134523
24447557,1770982031,38180512
24447558,1770982043,38008491
24447559,1770982055,34759808
24447560,1770982067,37740447
24447561,1770982079,33918378
24447562,1770982091,38133532
24447563,1770982103,38026685
24447564,1770982115,36290678
24447565,1770982127,34755181
24447566,1770982139,36620943
24447567,1770982151,34903637
24447568,1770982163,33573550
24447569,1770982175,37752977
24447570,1770982187,37027277
24447571,1770982199,34858236
24447572,1770982211,33684653
24447573,1770982223,37893769
24447574,1770982235,34543997
24447575,1770982247,38860192
24447576,1770982259,34842318
24447577,1770982271,38074496
24447578,1770982283,37399072
24447579,1770982295,36637193
24447580,1770982307,34787583
24447581,1770982319,35085987
24447582,1770982331,39268478
24447583,1770982343,37125400
24447584,1770982355,35281741
24447585,1770982367,34296693
24447586,1770982379,33354904
24447587,1770982391,37126753
24447588,1770982403,37192052
24447589,1770982415,36728736
24447590,1770982427,41101273
24447591,1770982439,37042043
24447592,1770982451,35960610
24447593,1770982463,40375589
24447594,1770982475,37592277
24447595,1770982487,42274841
24447596,1770982499,42660709
24447597,1770982511,42298390
24447598,1770982523,44534393
24447599,1770982535,42073207
24447600,1770982547,42253758
24447601,1770982559,43661489
24447602,1770982571,45152578
24447603,1770982583,46299425
24447604,1770982595,45754746
24447605,1770982607,42823512
24447606,1770982619,45576255
24447607,1770982631,42397369
24447608,1770982643,45303791
24447609,1770982655,43171370
24447610,1770982667,40180277
24447611,1770982679,41939435
24447612,1770982691,38714207
24447613,1770982703,40407095
24447614,1770982715,41917093
24447615,1770982727,38879701
24447616,1770982739,39037138
24447617,1770982751,43892625
24447618,1770982763,45179616
24447619,1770982775,41792612
24447620,1770982787,43234754
24447621,1770982799,40804116
24447622,1770982811,39693790
24447623,1770982823,38166696
24447624,1770982835,42923974
24447625,1770982847,47127410
24447626,1770982859,47465994
24447627,1770982871,44776329
24447628,1770982883,48178008
24447629,1770982895,46789853
24447630,1770982907,43560925
24447631,1770982919,42107803
24447632,1770982931,47347124
24447633,1770982943,44274285
24447634,1770982955,42724553
24447635,1770982967,42882607
24447636,1770982979,47904911
24447637,1770982991,48357059
24447638,1770983003,43569714
24447639,1770983015,48491928
24447640,1770983027,47927909
24447641,1770983039,43436357
24447642,1770983051,39993405
24447643,1770983063,43038712
24447644,1770983075,42914267
24447645,1770983087,42718455
24447646,1770983111,45239787
24447647,1770983123,48723378
24447648,1770983135,50658092
24447649,1770983147,49809745
24447650,1770983159,49504688
24447651,1770983171,48425177
24447652,1770983183,50488437
24447653,1770983195,48550892
24447654,1770983207,46912034
24447655,1770983219,47062641
24447656,1770983231,45649109
24447657,1770983243,45387503
24447658,1770983255,48625273
24447659,1770983267,47445709
24447660,1770983279,47244486
24447661,1770983291,46256873
24447662,1770983303,48896156
24447663,1770983315,47901219
24447664,1770983327,47393026
24447665,1770983339,49368700
24447666,1770983351,47620478
24447667,1770983363,45444414
24447668,1770983375,44313198
24447669,1770983387,48223253
24447670,1770983399,45811483
24447671,1770983411,46840268
24447672,1770983423,49204435
24447673,1770983435,51386344
24447674,1770983447,50486248
24447675,1770983459,50097035
24447676,1770983471,48225659
24447677,1770983483,50382692
24447678,1770983495,45123828
24447679,1770983507,50743939
24447680,1770983519,47159140
24447681,1770983531,50980575
24447682,1770983543,49254082
24447683,1770983555,46822430
24447684,1770983567,52588435
24447685,1770983579,51466170
24447686,1770983591,45983427
24447687,1770983603,49859418
24447688,1770983615,50917450
24447689,1770983627,49860370
24447690,1770983639,53230047
24447691,1770983651,51053870
24447692,1770983663,48156381
24447693,1770983675,51305028
24447694,1770983687,50886654
24447695,1770983699,47720943
24447696,1770983711,51372372
24447697,1770983723,51825419
24447698,1770983735,51690789
24447699,1770983747,47998403
24447700,1770983759,45145780
24447701,1770983771,42375122
24447702,1770983783,47667176
24447703,1770983795,48178465
24447704,1770983807,43637474
24447705,1770983819,41780702
24447706,1770983831,41373092
24447707,1770983843,46070336
24447708,1770983855,49814726
24447709,1770983867,50767141
24447710,1770983879,50067628
24447711,1770983891,48085030
24447712,1770983903,47874369
24447713,1770983915,46604577
24447714,1770983927,45685775
24447715,1770983939,41784463
24447716,1770983951,38432835
24447717,1770983963,42893287
24447718,1770983975,42003869
24447719,1770983987,41831313
24447720,1770983999,44616473
24447721,1770984011,44411418
24447722,1770984023,47589304
24447723,1770984035,47246073
24447724,1770984047,46420689
24447725,1770984059,42339319
24447726,1770984071,45557580
24447727,1770984083,46883837
24447728,1770984095,44252852
24447729,1770984107,42374471
24447730,1770984119,43680448
24447731,1770984131,48628105
24447732,1770984143,49233851
24447733,1770984155,47890147
24447734,1770984167,50379786
24447735,1770984179,45944331
24447736,1770984191,46682485
24447737,1770984203,51535913
24447738,1770984215,48090251
24447739,1770984227,53848262
24447740,1770984239,50518485
24447741,1770984251,51329625
24447742,1770984263,51505664
24447743,1770984275,52893112
24447744,1770984287,51551997
24447745,1770984299,51126413
24447746,1770984311,51448730
24447747,1770984323,51110298
24447748,1770984335,46970976
24447749,1770984347,49539865
24447750,1770984359,47422010
24447751,1770984371,51295019
24447752,1770984383,46444309
24447753,1770984395,41725922
24447754,1770984407,46938670
24447755,1770984419,47886930
24447756,1770984431,43002184
24447757,1770984443,47077625
24447758,1770984455,44917863
24447759,1770984467,46097500
24447760,1770984479,51488338
24447761,1770984491,51028894
24447762,1770984503,49709679
24447763,1770984515,46257504
24447764,1770984527,46375160
24447765,1770984539,45034234
24447766,1770984551,44237627
24447767,1770984563,42987622
24447768,1770984575,40175524
24447769,1770984587,44254727
24447770,1770984599,42374040
24447771,1770984611,41901777
24447772,1770984623,44288187
24447773,1770984635,49636339
24447774,1770984647,46640444
24447775,1770984659,45886445
24447776,1770984671,46170168
24447777,1770984683,51936704
24447778,1770984695,48887324
24447779,1770984707,46057908
24447780,1770984719,49764399
24447781,1770984731,45697067
24447782,1770984743,43516468
24447783,1770984755,48953166
24447784,1770984767,44796771
24447785,1770984779,46818946
24447786,1770984791,51196272
24447787,1770984803,53517982
24447788,1770984815,51085757
24447789,1770984827,53554321
24447790,1770984839,51299159
24447791,1770984851,50427510
24447792,1770984863,44913262
24447793,1770984875,50460260
24447794,1770984887,48833326
24447795,1770984899,49403775
24447796,1770984911,55539005
24447797,1770984923,55072329
24447798,1770984935,55790553
24447799,1770984947,54066007
24447800,1770984959,51628781
24447801,1770984971,52725854
24447802,1770984983,47352276
24447803,1770984995,43430970
24447804,1770985007,48838114
24447805,1770985019,51410767
24447806,1770985031,49417752
24447807,1770985043,49446008
24447808,1770985055,52858523
24447809,1770985067,50344941
24447810,1770985079,49827067
24447811,1770985091,49115824
24447812,1770985103,48193114
24447813,1770985115,44788000
24447814,1770985127,47655533
24447815,1770985139,47429016
24447816,1770985151,46344843
24447817,1770985163,46320779
24447818,1770985175,51401374
24447819,1770985187,49495921
24447820,1770985199,45277368
24447821,1770985211,50090154
24447822,1770985223,44658486
24447823,1770985235,50218173
24447824,1770985247,47406765
24447825,1770985259,49612093
24447826,1770985271,47685093
24447827,1770985283,50572976
24447828,1770985295,47253021
24447829,1770985307,51903334
24447830,1770985319,46963114
24447831,1770985331,52820908
24447832,1770985343,54052424
24447833,1770985355,53709010
24447834,1770985367,49233811
24447835,1770985379,53534632
24447836,1770985391,54664652
24447837,1770985403,52802930
24447838,1770985415,53740713
24447839,1770985427,53605780
24447840,1770985439,46905058
24447841,1770985451,52764347
24447842,1770985463,55277586
24447843,1770985475,57906401
24447844,1770985487,55588149
24447845,1770985499,57909645
24447846,1770985511,55337994
24447847,1770985523,59444118
24447848,1770985535,56617547
24447849,1770985547,58276774
24447850,1770985559,54083536
24447851,1770985571,49406462
24447852,1770985583,55577961
24447853,1770985595,61224295
24447854,1770985607,55779796
24447855,1770985619,58933102
24447856,1770985631,61739257
24447857,1770985643,57224250
24447858,1770985655,64371126
24447859,1770985667,63283299
24447860,1770985679,59683102
24447861,1770985691,54630017
24447862,1770985703,58991797
24447863,1770985715,66347482
24447864,1770985727,60905648
24447865,1770985739,57732436
24447866,1770985751,62414753
24447867,1770985763,57992054
24447868,1770985775,60569038
24447869,1770985787,56216531
24447870,1770985799,58635970
24447871,1770985811,58377181
24447872,1770985823,65661970
24447873,1770985835,68334719
24447874,1770985847,62110262
24447875,1770985859,65529207
24447876,1770985871,65303602
24447877,1770985883,69955579
24447878,1770985895,64269610
24447879,1770985907,70539560
24447880,1770985919,64318990
24447881,1770985931,67208174
24447882,1770985943,63065151
24447883,1770985955,61110063
24447884,1770985967,68745805
24447885,1770985979,64991031
24447886,1770985991,71564125
24447887,1770986003,70703390
24447888,1770986015,71077337
24447889,1770986027,67626705
24447890,1770986039,75969694
24447891,1770986051,76858739
24447892,1770986063,73364219
24447893,1770986075,73887740
24447894,1770986087,75523224
24447895,1770986099,71137605
24447896,1770986111,74769141
24447897,1770986123,74068907
24447898,1770986135,73256300
24447899,1770986147,74652539
24447900,1770986159,75958755
24447901,1770986171,76274513
24447902,1770986183,78340389
24447903,1770986195,77774689
24447904,1770986207,77890958
24447905,1770986219,79355858
24447906,1770986231,79207953
24447907,1770986243,80260337
24447908,1770986255,83032467
24447909,1770986267,77044237
24447910,1770986279,70130508
24447911,1770986291,69131890
24447912,1770986303,71674703
